date,region,temp_max_c,precipitation_mm,is_hot_day,is_rainy_day
2023-03-02,Bangkok,32.0,0.8,False,False
2023-03-03,Bangkok,33.1,1.0,False,False
2023-03-04,Bangkok,31.2,0.7,False,False
2023-03-05,Bangkok,32.8,4.3,False,False
2023-03-06,Bangkok,31.6,1.3,False,False
2023-03-07,Bangkok,34.5,1.7,False,False
2023-03-08,Bangkok,33.0,0.2,False,False
2023-03-09,Bangkok,34.2,6.9,False,False
2023-03-10,Bangkok,33.4,2.6,False,False
2023-03-11,Bangkok,31.6,1.3,False,False
2023-03-12,Bangkok,31.3,0.3,False,False
2023-03-13,Bangkok,34.0,0.2,False,False
2023-03-14,Bangkok,31.0,1.6,False,False
2023-03-15,Bangkok,30.9,1.1,False,False
2023-03-16,Bangkok,33.9,5.3,False,False
2023-03-17,Bangkok,29.8,3.8,False,False
2023-03-18,Bangkok,30.3,0.5,False,False
2023-03-19,Bangkok,35.7,1.3,True,False
2023-03-20,Bangkok,33.5,0.1,False,False
2023-03-21,Bangkok,33.1,4.4,False,False
2023-03-22,Bangkok,34.4,2.2,False,False
2023-03-23,Bangkok,30.9,2.1,False,False
2023-03-24,Bangkok,30.2,1.5,False,False
2023-03-25,Bangkok,32.8,0.6,False,False
2023-03-26,Bangkok,32.9,1.6,False,False
2023-03-27,Bangkok,36.0,1.7,True,False
2023-03-28,Bangkok,34.4,1.1,False,False
2023-03-29,Bangkok,30.2,4.9,False,False
2023-03-30,Bangkok,29.7,1.0,False,False
2023-03-31,Bangkok,38.3,7.7,True,False
2023-04-01,Bangkok,37.5,1.1,True,False
2023-04-02,Bangkok,36.8,0.0,True,False
2023-04-03,Bangkok,36.0,0.8,True,False
2023-04-04,Bangkok,32.7,0.4,False,False
2023-04-05,Bangkok,37.8,1.9,True,False
2023-04-06,Bangkok,35.7,1.9,True,False
2023-04-07,Bangkok,37.7,0.2,True,False
2023-04-08,Bangkok,35.7,1.1,True,False
2023-04-09,Bangkok,33.1,1.8,False,False
2023-04-10,Bangkok,36.2,2.5,True,False
2023-04-11,Bangkok,39.2,1.1,True,False
2023-04-12,Bangkok,33.6,1.6,False,False
2023-04-13,Bangkok,35.6,0.5,True,False
2023-04-14,Bangkok,33.5,0.3,False,False
2023-04-15,Bangkok,37.4,0.5,True,False
2023-04-16,Bangkok,35.2,4.5,True,False
2023-04-17,Bangkok,37.3,0.7,True,False
2023-04-18,Bangkok,39.7,1.3,True,False
2023-04-19,Bangkok,33.1,5.3,False,False
2023-04-20,Bangkok,38.3,1.4,True,False
2023-04-21,Bangkok,35.2,0.7,True,False
2023-04-22,Bangkok,35.4,0.2,True,False
2023-04-23,Bangkok,37.1,3.0,True,False
2023-04-24,Bangkok,39.3,0.0,True,False
2023-04-25,Bangkok,34.9,3.3,False,False
2023-04-26,Bangkok,39.1,0.5,True,False
2023-04-27,Bangkok,31.5,0.0,False,False
2023-04-28,Bangkok,39.3,1.4,True,False
2023-04-29,Bangkok,40.8,2.9,True,False
2023-04-30,Bangkok,34.9,5.1,False,False
2023-05-01,Bangkok,35.0,34.5,True,True
2023-05-02,Bangkok,31.4,39.5,False,True
2023-05-03,Bangkok,36.2,26.1,True,True
2023-05-04,Bangkok,36.5,22.8,True,True
2023-05-05,Bangkok,31.7,0.1,False,False
2023-05-06,Bangkok,34.1,1.7,False,False
2023-05-07,Bangkok,32.7,0.7,False,False
2023-05-08,Bangkok,36.0,4.4,True,False
2023-05-09,Bangkok,32.4,14.6,False,True
2023-05-10,Bangkok,37.0,0.3,True,False
2023-05-11,Bangkok,32.2,34.4,False,True
2023-05-12,Bangkok,38.0,2.1,True,False
2023-05-13,Bangkok,35.2,1.3,True,False
2023-05-14,Bangkok,36.8,16.9,True,True
2023-05-15,Bangkok,33.4,1.0,False,False
2023-05-16,Bangkok,32.5,4.4,False,False
2023-05-17,Bangkok,34.7,9.0,False,False
2023-05-18,Bangkok,35.0,40.2,True,True
2023-05-19,Bangkok,37.5,5.8,True,False
2023-05-20,Bangkok,33.9,41.0,False,True
2023-05-21,Bangkok,33.0,11.4,False,True
2023-05-22,Bangkok,33.3,21.3,False,True
2023-05-23,Bangkok,36.2,35.8,True,True
2023-05-24,Bangkok,36.6,40.6,True,True
2023-05-25,Bangkok,35.9,10.9,True,True
2023-05-26,Bangkok,35.1,3.8,True,False
2023-05-27,Bangkok,35.6,21.1,True,True
2023-05-28,Bangkok,36.9,38.9,True,True
2023-05-29,Bangkok,36.3,2.2,True,False
2023-05-30,Bangkok,37.0,20.6,True,True
2023-05-31,Bangkok,33.7,5.6,False,False
2023-06-01,Bangkok,32.7,8.2,False,False
2023-06-02,Bangkok,32.5,1.7,False,False
2023-06-03,Bangkok,34.2,13.3,False,True
2023-06-04,Bangkok,34.0,2.2,False,False
2023-06-05,Bangkok,34.4,1.9,False,False
2023-06-06,Bangkok,36.6,5.1,True,False
2023-06-07,Bangkok,31.0,47.8,False,True
2023-06-08,Bangkok,33.4,6.8,False,False
2023-06-09,Bangkok,33.1,6.0,False,False
2023-06-10,Bangkok,34.8,11.4,False,True
2023-06-11,Bangkok,33.8,5.2,False,False
2023-06-12,Bangkok,34.0,4.4,False,False
2023-06-13,Bangkok,32.1,7.1,False,False
2023-06-14,Bangkok,30.1,8.3,False,False
2023-06-15,Bangkok,34.7,4.6,False,False
2023-06-16,Bangkok,32.4,3.8,False,False
2023-06-17,Bangkok,34.1,8.0,False,False
2023-06-18,Bangkok,29.0,7.6,False,False
2023-06-19,Bangkok,32.9,0.6,False,False
2023-06-20,Bangkok,29.9,13.5,False,True
2023-06-21,Bangkok,33.7,6.5,False,False
2023-06-22,Bangkok,31.5,10.7,False,True
2023-06-23,Bangkok,33.0,16.2,False,True
2023-06-24,Bangkok,32.5,9.2,False,False
2023-06-25,Bangkok,31.2,0.3,False,False
2023-06-26,Bangkok,34.9,7.6,False,False
2023-06-27,Bangkok,29.5,13.3,False,True
2023-06-28,Bangkok,36.8,4.6,True,False
2023-06-29,Bangkok,35.1,33.3,True,True
2023-06-30,Bangkok,34.1,32.0,False,True
2023-07-01,Bangkok,33.8,5.0,False,False
2023-07-02,Bangkok,28.7,4.4,False,False
2023-07-03,Bangkok,31.7,11.8,False,True
2023-07-04,Bangkok,32.8,11.3,False,True
2023-07-05,Bangkok,33.1,21.2,False,True
2023-07-06,Bangkok,34.2,49.7,False,True
2023-07-07,Bangkok,28.6,74.3,False,True
2023-07-08,Bangkok,31.3,17.0,False,True
2023-07-09,Bangkok,29.8,11.0,False,True
2023-07-10,Bangkok,29.8,51.2,False,True
2023-07-11,Bangkok,31.5,9.8,False,False
2023-07-12,Bangkok,33.1,7.0,False,False
2023-07-13,Bangkok,30.4,24.0,False,True
2023-07-14,Bangkok,31.5,16.0,False,True
2023-07-15,Bangkok,28.7,18.2,False,True
2023-07-16,Bangkok,28.2,2.4,False,False
2023-07-17,Bangkok,34.4,16.8,False,True
2023-07-18,Bangkok,31.5,3.8,False,False
2023-07-19,Bangkok,34.4,25.4,False,True
2023-07-20,Bangkok,28.1,4.9,False,False
2023-07-21,Bangkok,33.0,5.7,False,False
2023-07-22,Bangkok,33.5,3.0,False,False
2023-07-23,Bangkok,29.1,9.5,False,False
2023-07-24,Bangkok,34.4,69.7,False,True
2023-07-25,Bangkok,31.7,18.2,False,True
2023-07-26,Bangkok,31.0,13.9,False,True
2023-07-27,Bangkok,33.2,15.4,False,True
2023-07-28,Bangkok,29.4,8.0,False,False
2023-07-29,Bangkok,29.5,12.0,False,True
2023-07-30,Bangkok,27.7,10.8,False,True
2023-07-31,Bangkok,30.7,6.3,False,False
2023-08-01,Bangkok,31.8,27.4,False,True
2023-08-02,Bangkok,32.9,47.5,False,True
2023-08-03,Bangkok,35.7,12.1,True,True
2023-08-04,Bangkok,32.3,15.2,False,True
2023-08-05,Bangkok,35.6,2.3,True,False
2023-08-06,Bangkok,32.2,19.8,False,True
2023-08-07,Bangkok,27.7,13.1,False,True
2023-08-08,Bangkok,31.7,10.0,False,True
2023-08-09,Bangkok,31.2,1.3,False,False
2023-08-10,Bangkok,33.9,45.5,False,True
2023-08-11,Bangkok,33.8,13.5,False,True
2023-08-12,Bangkok,32.5,26.4,False,True
2023-08-13,Bangkok,30.8,43.6,False,True
2023-08-14,Bangkok,29.0,6.3,False,False
2023-08-15,Bangkok,26.5,30.8,False,True
2023-08-16,Bangkok,34.6,18.7,False,True
2023-08-17,Bangkok,30.9,7.8,False,False
2023-08-18,Bangkok,35.4,0.7,True,False
2023-08-19,Bangkok,32.7,34.4,False,True
2023-08-20,Bangkok,33.4,3.1,False,False
2023-08-21,Bangkok,33.8,0.1,False,False
2023-08-22,Bangkok,30.6,8.8,False,False
2023-08-23,Bangkok,37.5,14.4,True,True
2023-08-24,Bangkok,32.9,9.1,False,False
2023-08-25,Bangkok,32.7,18.7,False,True
2023-08-26,Bangkok,36.0,16.0,True,True
2023-08-27,Bangkok,34.6,21.3,False,True
2023-08-28,Bangkok,32.1,7.0,False,False
2023-08-29,Bangkok,33.5,32.8,False,True
2023-08-30,Bangkok,32.9,36.7,False,True
2023-08-31,Bangkok,35.2,2.0,True,False
2023-09-01,Bangkok,29.4,7.1,False,False
2023-09-02,Bangkok,35.8,7.2,True,False
2023-09-03,Bangkok,32.3,15.4,False,True
2023-09-04,Bangkok,31.7,22.2,False,True
2023-09-05,Bangkok,28.5,8.6,False,False
2023-09-06,Bangkok,29.4,34.8,False,True
2023-09-07,Bangkok,32.5,48.9,False,True
2023-09-08,Bangkok,30.8,45.0,False,True
2023-09-09,Bangkok,31.5,8.7,False,False
2023-09-10,Bangkok,31.7,3.7,False,False
2023-09-11,Bangkok,28.3,1.5,False,False
2023-09-12,Bangkok,30.5,20.1,False,True
2023-09-13,Bangkok,31.3,23.3,False,True
2023-09-14,Bangkok,31.2,54.5,False,True
2023-09-15,Bangkok,29.5,0.0,False,False
2023-09-16,Bangkok,27.6,58.6,False,True
2023-09-17,Bangkok,29.1,1.6,False,False
2023-09-18,Bangkok,31.6,2.2,False,False
2023-09-19,Bangkok,31.8,24.6,False,True
2023-09-20,Bangkok,31.3,5.8,False,False
2023-09-21,Bangkok,28.5,6.9,False,False
2023-09-22,Bangkok,30.0,8.7,False,False
2023-09-23,Bangkok,30.8,7.9,False,False
2023-09-24,Bangkok,29.3,32.5,False,True
2023-09-25,Bangkok,34.0,0.6,False,False
2023-09-26,Bangkok,31.5,10.1,False,True
2023-09-27,Bangkok,33.6,0.5,False,False
2023-09-28,Bangkok,28.3,1.8,False,False
2023-09-29,Bangkok,25.1,19.5,False,True
2023-09-30,Bangkok,30.3,82.5,False,True
2023-10-01,Bangkok,29.5,14.5,False,True
2023-10-02,Bangkok,30.1,14.0,False,True
2023-10-03,Bangkok,34.1,1.7,False,False
2023-10-04,Bangkok,30.4,8.4,False,False
2023-10-05,Bangkok,30.3,2.7,False,False
2023-10-06,Bangkok,31.0,6.0,False,False
2023-10-07,Bangkok,30.9,33.6,False,True
2023-10-08,Bangkok,29.0,10.0,False,True
2023-10-09,Bangkok,29.6,15.7,False,True
2023-10-10,Bangkok,30.4,4.0,False,False
2023-10-11,Bangkok,29.1,0.1,False,False
2023-10-12,Bangkok,26.4,4.2,False,False
2023-10-13,Bangkok,28.1,28.5,False,True
2023-10-14,Bangkok,32.6,5.9,False,False
2023-10-15,Bangkok,32.0,19.0,False,True
2023-10-16,Bangkok,31.6,28.1,False,True
2023-10-17,Bangkok,29.6,4.9,False,False
2023-10-18,Bangkok,33.3,10.6,False,True
2023-10-19,Bangkok,29.4,15.0,False,True
2023-10-20,Bangkok,32.1,13.5,False,True
2023-10-21,Bangkok,33.9,1.6,False,False
2023-10-22,Bangkok,29.5,9.2,False,False
2023-10-23,Bangkok,30.2,1.1,False,False
2023-10-24,Bangkok,32.8,32.1,False,True
2023-10-25,Bangkok,32.0,2.5,False,False
2023-10-26,Bangkok,30.3,17.1,False,True
2023-10-27,Bangkok,27.8,28.4,False,True
2023-10-28,Bangkok,29.1,8.4,False,False
2023-10-29,Bangkok,30.8,6.3,False,False
2023-10-30,Bangkok,32.9,6.4,False,False
2023-10-31,Bangkok,31.0,22.1,False,True
2023-11-01,Bangkok,30.6,0.1,False,False
2023-11-02,Bangkok,29.2,0.5,False,False
2023-11-03,Bangkok,26.9,0.9,False,False
2023-11-04,Bangkok,27.9,0.8,False,False
2023-11-05,Bangkok,28.1,0.2,False,False
2023-11-06,Bangkok,27.4,1.0,False,False
2023-11-07,Bangkok,28.2,6.6,False,False
2023-11-08,Bangkok,32.7,2.7,False,False
2023-11-09,Bangkok,28.0,1.3,False,False
2023-11-10,Bangkok,31.2,1.1,False,False
2023-11-11,Bangkok,30.1,0.0,False,False
2023-11-12,Bangkok,27.8,0.7,False,False
2023-11-13,Bangkok,30.6,1.1,False,False
2023-11-14,Bangkok,29.4,4.0,False,False
2023-11-15,Bangkok,28.7,2.4,False,False
2023-11-16,Bangkok,28.7,0.1,False,False
2023-11-17,Bangkok,35.5,7.3,True,False
2023-11-18,Bangkok,26.6,2.8,False,False
2023-11-19,Bangkok,32.4,3.1,False,False
2023-11-20,Bangkok,27.8,3.7,False,False
2023-11-21,Bangkok,32.1,4.9,False,False
2023-11-22,Bangkok,29.8,1.3,False,False
2023-11-23,Bangkok,31.1,2.0,False,False
2023-11-24,Bangkok,30.3,1.4,False,False
2023-11-25,Bangkok,30.6,3.5,False,False
2023-11-26,Bangkok,31.7,0.2,False,False
2023-11-27,Bangkok,27.6,2.6,False,False
2023-11-28,Bangkok,27.5,2.9,False,False
2023-11-29,Bangkok,27.3,1.6,False,False
2023-11-30,Bangkok,27.0,2.0,False,False
2023-12-01,Bangkok,24.8,0.7,False,False
2023-12-02,Bangkok,30.9,1.4,False,False
2023-12-03,Bangkok,28.6,0.6,False,False
2023-12-04,Bangkok,26.4,0.1,False,False
2023-12-05,Bangkok,29.4,1.1,False,False
2023-12-06,Bangkok,28.9,0.3,False,False
2023-12-07,Bangkok,29.7,0.2,False,False
2023-12-08,Bangkok,24.6,0.7,False,False
2023-12-09,Bangkok,26.5,1.1,False,False
2023-12-10,Bangkok,28.0,3.1,False,False
2023-12-11,Bangkok,25.8,2.3,False,False
2023-12-12,Bangkok,25.9,2.3,False,False
2023-12-13,Bangkok,27.9,4.0,False,False
2023-12-14,Bangkok,26.4,1.8,False,False
2023-12-15,Bangkok,26.8,2.9,False,False
2023-12-16,Bangkok,28.8,0.8,False,False
2023-12-17,Bangkok,27.6,0.9,False,False
2023-12-18,Bangkok,25.5,3.1,False,False
2023-12-19,Bangkok,23.7,0.1,False,False
2023-12-20,Bangkok,29.2,1.6,False,False
2023-12-21,Bangkok,30.7,0.7,False,False
2023-12-22,Bangkok,29.2,0.1,False,False
2023-12-23,Bangkok,27.1,0.4,False,False
2023-12-24,Bangkok,28.5,0.5,False,False
2023-12-25,Bangkok,30.6,0.3,False,False
2023-12-26,Bangkok,27.2,4.0,False,False
2023-12-27,Bangkok,27.9,0.4,False,False
2023-12-28,Bangkok,25.6,3.3,False,False
2023-12-29,Bangkok,28.9,0.6,False,False
2023-12-30,Bangkok,25.7,0.0,False,False
2023-12-31,Bangkok,27.9,3.4,False,False
2024-01-01,Bangkok,25.7,11.1,False,True
2024-01-02,Bangkok,24.9,5.7,False,False
2024-01-03,Bangkok,26.5,3.3,False,False
2024-01-04,Bangkok,31.1,1.4,False,False
2024-01-05,Bangkok,27.4,1.1,False,False
2024-01-06,Bangkok,26.7,1.2,False,False
2024-01-07,Bangkok,32.2,0.7,False,False
2024-01-08,Bangkok,29.5,1.0,False,False
2024-01-09,Bangkok,30.5,0.5,False,False
2024-01-10,Bangkok,26.7,0.2,False,False
2024-01-11,Bangkok,29.3,1.7,False,False
2024-01-12,Bangkok,27.2,0.3,False,False
2024-01-13,Bangkok,31.6,1.8,False,False
2024-01-14,Bangkok,28.6,1.4,False,False
2024-01-15,Bangkok,27.4,0.1,False,False
2024-01-16,Bangkok,28.2,8.0,False,False
2024-01-17,Bangkok,26.2,1.0,False,False
2024-01-18,Bangkok,20.6,0.5,False,False
2024-01-19,Bangkok,31.2,2.2,False,False
2024-01-20,Bangkok,28.6,2.1,False,False
2024-01-21,Bangkok,29.7,5.3,False,False
2024-01-22,Bangkok,30.0,0.1,False,False
2024-01-23,Bangkok,29.7,1.4,False,False
2024-01-24,Bangkok,28.7,4.8,False,False
2024-01-25,Bangkok,30.0,1.4,False,False
2024-01-26,Bangkok,27.9,0.2,False,False
2024-01-27,Bangkok,26.0,0.5,False,False
2024-01-28,Bangkok,27.3,3.5,False,False
2024-01-29,Bangkok,23.8,1.7,False,False
2024-01-30,Bangkok,28.3,0.2,False,False
2024-01-31,Bangkok,27.1,4.1,False,False
2024-02-01,Bangkok,29.5,6.9,False,False
2024-02-02,Bangkok,29.8,1.7,False,False
2024-02-03,Bangkok,32.4,1.0,False,False
2024-02-04,Bangkok,32.1,0.5,False,False
2024-02-05,Bangkok,28.9,0.7,False,False
2024-02-06,Bangkok,28.1,1.7,False,False
2024-02-07,Bangkok,30.1,2.8,False,False
2024-02-08,Bangkok,30.0,4.5,False,False
2024-02-09,Bangkok,31.5,0.2,False,False
2024-02-10,Bangkok,28.7,0.6,False,False
2024-02-11,Bangkok,33.8,0.1,False,False
2024-02-12,Bangkok,30.7,0.5,False,False
2024-02-13,Bangkok,30.2,3.1,False,False
2024-02-14,Bangkok,30.6,1.1,False,False
2024-02-15,Bangkok,26.9,0.7,False,False
2024-02-16,Bangkok,29.8,0.3,False,False
2024-02-17,Bangkok,30.7,0.2,False,False
2024-02-18,Bangkok,30.5,0.7,False,False
2024-02-19,Bangkok,27.1,0.7,False,False
2024-02-20,Bangkok,28.9,5.2,False,False
2024-02-21,Bangkok,30.0,1.4,False,False
2024-02-22,Bangkok,32.0,1.6,False,False
2024-02-23,Bangkok,29.3,1.6,False,False
2024-02-24,Bangkok,31.9,0.5,False,False
2024-02-25,Bangkok,28.1,4.5,False,False
2024-02-26,Bangkok,29.7,3.1,False,False
2024-02-27,Bangkok,28.8,0.5,False,False
2024-02-28,Bangkok,29.2,0.8,False,False
2024-02-29,Bangkok,29.1,0.2,False,False
2024-03-01,Bangkok,30.3,1.2,False,False
2024-03-02,Bangkok,36.2,0.3,True,False
2024-03-03,Bangkok,35.2,4.1,True,False
2024-03-04,Bangkok,32.0,1.7,False,False
2024-03-05,Bangkok,32.3,0.8,False,False
2024-03-06,Bangkok,37.0,2.2,True,False
2024-03-07,Bangkok,33.5,0.4,False,False
2024-03-08,Bangkok,33.8,0.0,False,False
2024-03-09,Bangkok,31.8,6.5,False,False
2024-03-10,Bangkok,35.6,4.7,True,False
2024-03-11,Bangkok,30.5,0.3,False,False
2024-03-12,Bangkok,33.8,0.7,False,False
2024-03-13,Bangkok,32.5,0.3,False,False
2024-03-14,Bangkok,37.6,0.3,True,False
2024-03-15,Bangkok,34.8,0.3,False,False
2024-03-16,Bangkok,28.1,0.1,False,False
2024-03-17,Bangkok,33.1,0.1,False,False
2024-03-18,Bangkok,32.8,4.5,False,False
2024-03-19,Bangkok,36.7,0.5,True,False
2024-03-20,Bangkok,32.1,1.7,False,False
2024-03-21,Bangkok,31.3,2.2,False,False
2024-03-22,Bangkok,36.1,2.9,True,False
2024-03-23,Bangkok,30.2,0.5,False,False
2024-03-24,Bangkok,30.2,3.8,False,False
2024-03-25,Bangkok,34.4,0.2,False,False
2024-03-26,Bangkok,29.4,0.5,False,False
2024-03-27,Bangkok,33.4,1.7,False,False
2024-03-28,Bangkok,30.5,0.1,False,False
2024-03-29,Bangkok,33.1,0.8,False,False
2024-03-30,Bangkok,31.4,3.0,False,False
2024-03-31,Bangkok,35.3,1.1,True,False
2024-04-01,Bangkok,37.9,3.3,True,False
2024-04-02,Bangkok,35.9,0.5,True,False
2024-04-03,Bangkok,39.4,3.2,True,False
2024-04-04,Bangkok,35.9,0.1,True,False
2024-04-05,Bangkok,37.6,0.6,True,False
2024-04-06,Bangkok,37.4,0.1,True,False
2024-04-07,Bangkok,35.5,4.3,True,False
2024-04-08,Bangkok,37.6,1.6,True,False
2024-04-09,Bangkok,31.5,0.1,False,False
2024-04-10,Bangkok,34.6,5.6,False,False
2024-04-11,Bangkok,39.2,7.7,True,False
2024-04-12,Bangkok,40.1,0.0,True,False
2024-04-13,Bangkok,37.4,0.6,True,False
2024-04-14,Bangkok,35.7,1.7,True,False
2024-04-15,Bangkok,38.8,0.8,True,False
2024-04-16,Bangkok,35.6,1.0,True,False
2024-04-17,Bangkok,35.1,0.5,True,False
2024-04-18,Bangkok,34.2,1.8,False,False
2024-04-19,Bangkok,39.5,0.1,True,False
2024-04-20,Bangkok,33.7,1.6,False,False
2024-04-21,Bangkok,34.5,5.9,False,False
2024-04-22,Bangkok,39.7,1.7,True,False
2024-04-23,Bangkok,35.4,1.5,True,False
2024-04-24,Bangkok,36.7,3.9,True,False
2024-04-25,Bangkok,37.4,2.5,True,False
2024-04-26,Bangkok,35.9,3.8,True,False
2024-04-27,Bangkok,34.6,0.9,False,False
2024-04-28,Bangkok,39.5,3.4,True,False
2024-04-29,Bangkok,33.7,1.4,False,False
2024-04-30,Bangkok,36.4,0.7,True,False
2024-05-01,Bangkok,33.4,15.7,False,True
2024-05-02,Bangkok,32.9,56.4,False,True
2024-05-03,Bangkok,35.3,6.7,True,False
2024-05-04,Bangkok,35.2,5.4,True,False
2024-05-05,Bangkok,38.2,10.3,True,True
2024-05-06,Bangkok,34.2,3.4,False,False
2024-05-07,Bangkok,32.7,29.7,False,True
2024-05-08,Bangkok,33.0,5.1,False,False
2024-05-09,Bangkok,37.8,36.3,True,True
2024-05-10,Bangkok,35.7,18.5,True,True
2024-05-11,Bangkok,34.0,64.1,False,True
2024-05-12,Bangkok,36.8,8.5,True,False
2024-05-13,Bangkok,34.8,9.7,False,False
2024-05-14,Bangkok,35.1,9.4,True,False
2024-05-15,Bangkok,33.9,7.0,False,False
2024-05-16,Bangkok,32.6,19.5,False,True
2024-05-17,Bangkok,34.4,12.2,False,True
2024-05-18,Bangkok,35.5,38.8,True,True
2024-05-19,Bangkok,37.4,0.6,True,False
2024-05-20,Bangkok,38.3,16.7,True,True
2024-05-21,Bangkok,32.0,6.3,False,False
2024-05-22,Bangkok,33.8,18.1,False,True
2024-05-23,Bangkok,33.8,1.3,False,False
2024-05-24,Bangkok,36.1,24.6,True,True
2024-05-25,Bangkok,34.3,0.8,False,False
2024-05-26,Bangkok,37.5,17.2,True,True
2024-05-27,Bangkok,30.9,4.0,False,False
2024-05-28,Bangkok,36.4,3.4,True,False
2024-05-29,Bangkok,33.2,6.7,False,False
2024-05-30,Bangkok,35.8,49.2,True,True
2024-05-31,Bangkok,39.9,9.9,True,False
2024-06-01,Bangkok,32.1,0.2,False,False
2024-06-02,Bangkok,34.3,2.5,False,False
2024-06-03,Bangkok,35.8,16.0,True,True
2024-06-04,Bangkok,34.4,3.6,False,False
2024-06-05,Bangkok,33.4,5.3,False,False
2024-06-06,Bangkok,28.9,17.9,False,True
2024-06-07,Bangkok,32.1,10.8,False,True
2024-06-08,Bangkok,34.9,3.8,False,False
2024-06-09,Bangkok,30.8,8.1,False,False
2024-06-10,Bangkok,32.5,4.2,False,False
2024-06-11,Bangkok,32.3,6.1,False,False
2024-06-12,Bangkok,33.4,24.8,False,True
2024-06-13,Bangkok,35.8,0.2,True,False
2024-06-14,Bangkok,31.2,9.9,False,False
2024-06-15,Bangkok,34.4,16.2,False,True
2024-06-16,Bangkok,33.1,6.4,False,False
2024-06-17,Bangkok,30.9,20.4,False,True
2024-06-18,Bangkok,28.0,6.1,False,False
2024-06-19,Bangkok,33.1,0.4,False,False
2024-06-20,Bangkok,33.3,24.5,False,True
2024-06-21,Bangkok,31.9,13.3,False,True
2024-06-22,Bangkok,30.3,12.8,False,True
2024-06-23,Bangkok,32.0,4.0,False,False
2024-06-24,Bangkok,34.0,15.6,False,True
2024-06-25,Bangkok,34.3,23.4,False,True
2024-06-26,Bangkok,34.2,7.4,False,False
2024-06-27,Bangkok,33.7,4.0,False,False
2024-06-28,Bangkok,34.3,61.0,False,True
2024-06-29,Bangkok,33.4,23.9,False,True
2024-06-30,Bangkok,32.7,63.9,False,True
2024-07-01,Bangkok,31.3,10.6,False,True
2024-07-02,Bangkok,29.2,1.1,False,False
2024-07-03,Bangkok,32.7,13.3,False,True
2024-07-04,Bangkok,31.9,10.8,False,True
2024-07-05,Bangkok,28.4,4.1,False,False
2024-07-06,Bangkok,34.0,18.8,False,True
2024-07-07,Bangkok,33.6,8.9,False,False
2024-07-08,Bangkok,36.3,14.0,True,True
2024-07-09,Bangkok,32.7,20.8,False,True
2024-07-10,Bangkok,31.4,4.2,False,False
