date,is_public_holiday,holiday_name,days_to_next_holiday,holiday_demand_weight,is_weekend,is_payday_window
2023-05-08,False,,26,1.0,False,False
2023-05-09,False,,25,1.0,False,False
2023-05-10,False,,24,1.0,False,False
2023-05-11,False,,23,1.0,False,False
2023-05-12,False,,22,1.0,False,False
2023-05-13,False,,21,1.0,True,False
2023-05-14,False,,20,1.0,True,False
2023-05-15,False,,19,1.0,False,False
2023-05-16,False,,18,1.0,False,False
2023-05-17,False,,17,1.0,False,False
2023-05-18,False,,16,1.0,False,False
2023-05-19,False,,15,1.0,False,False
2023-05-20,False,,14,1.0,True,False
2023-05-21,False,,13,1.0,True,False
2023-05-22,False,,12,1.0,False,False
2023-05-23,False,,11,1.0,False,False
2023-05-24,False,,10,1.0,False,False
2023-05-25,False,,9,1.0,False,False
2023-05-26,False,,8,1.0,False,False
2023-05-27,False,,7,1.0,True,False
2023-05-28,False,,6,1.0,True,True
2023-05-29,False,,5,1.0,False,True
2023-05-30,False,,4,1.0,False,True
2023-05-31,False,,3,1.0,False,True
2023-06-01,False,,2,1.0,False,True
2023-06-02,False,,1,1.0,False,True
2023-06-03,True,วันวิสาขบูชา; วันเฉลิมพระชนมพรรษาสมเด็จพระนางเจ้าสุทิดา พัชรสุธาพิมลลักษณ พระบรมราชินี,0,1.5,True,False
2023-06-04,False,,1,1.0,True,False
2023-06-05,True,ชดเชยวันวิสาขบูชา; ชดเชยวันเฉลิมพระชนมพรรษาสมเด็จพระนางเจ้าสุทิดา พัชรสุธาพิมลลักษณ พระบรมราชินี,0,1.5,False,False
2023-06-06,False,,52,1.0,False,False
2023-06-07,False,,51,1.0,False,False
2023-06-08,False,,50,1.0,False,False
2023-06-09,False,,49,1.0,False,False
2023-06-10,False,,48,1.0,True,False
2023-06-11,False,,47,1.0,True,False
2023-06-12,False,,46,1.0,False,False
2023-06-13,False,,45,1.0,False,False
2023-06-14,False,,44,1.0,False,False
2023-06-15,False,,43,1.0,False,False
2023-06-16,False,,42,1.0,False,False
2023-06-17,False,,41,1.0,True,False
2023-06-18,False,,40,1.0,True,False
2023-06-19,False,,39,1.0,False,False
2023-06-20,False,,38,1.0,False,False
2023-06-21,False,,37,1.0,False,False
2023-06-22,False,,36,1.0,False,False
2023-06-23,False,,35,1.0,False,False
2023-06-24,False,,34,1.0,True,False
2023-06-25,False,,33,1.0,True,False
2023-06-26,False,,32,1.0,False,False
2023-06-27,False,,31,1.0,False,False
2023-06-28,False,,30,1.0,False,True
2023-06-29,False,,29,1.0,False,True
2023-06-30,False,,28,1.0,False,True
2023-07-01,False,,27,1.0,True,True
2023-07-02,False,,26,1.0,True,True
2023-07-03,False,,25,1.0,False,False
2023-07-04,False,,24,1.0,False,False
2023-07-05,False,,23,1.0,False,False
2023-07-06,False,,22,1.0,False,False
2023-07-07,False,,21,1.0,False,False
2023-07-08,False,,20,1.0,True,False
2023-07-09,False,,19,1.0,True,False
2023-07-10,False,,18,1.0,False,False
2023-07-11,False,,17,1.0,False,False
2023-07-12,False,,16,1.0,False,False
2023-07-13,False,,15,1.0,False,False
2023-07-14,False,,14,1.0,False,False
2023-07-15,False,,13,1.0,True,False
2023-07-16,False,,12,1.0,True,False
2023-07-17,False,,11,1.0,False,False
2023-07-18,False,,10,1.0,False,False
2023-07-19,False,,9,1.0,False,False
2023-07-20,False,,8,1.0,False,False
2023-07-21,False,,7,1.0,False,False
2023-07-22,False,,6,1.0,True,False
2023-07-23,False,,5,1.0,True,False
2023-07-24,False,,4,1.0,False,False
2023-07-25,False,,3,1.0,False,False
2023-07-26,False,,2,1.0,False,False
2023-07-27,False,,1,1.0,False,False
2023-07-28,True,วันเฉลิมพระชนมพรรษาพระบาทสมเด็จพระปรเมนทรรามาธิบดีศรีสินทรมหาวชิราลงกรณ พระวชิรเกล้าเจ้าอยู่หัว,0,1.5,False,True
2023-07-29,False,,2,1.0,True,True
2023-07-30,False,,1,1.0,True,True
2023-07-31,True,วันหยุดพิเศษ (เพิ่มเติม),0,1.5,False,True
2023-08-01,True,วันอาสาฬหบูชา,0,1.5,False,True
2023-08-02,True,วันเข้าพรรษา,0,1.5,False,True
2023-08-03,False,,9,1.0,False,False
2023-08-04,False,,8,1.0,False,False
2023-08-05,False,,7,1.0,True,False
2023-08-06,False,,6,1.0,True,False
2023-08-07,False,,5,1.0,False,False
2023-08-08,False,,4,1.0,False,False
2023-08-09,False,,3,1.0,False,False
2023-08-10,False,,2,1.0,False,False
2023-08-11,False,,1,1.0,False,False
2023-08-12,True,วันเฉลิมพระชนมพรรษาสมเด็จพระบรมราชชนนีพันปีหลวง; วันแม่แห่งชาติ,0,1.5,True,False
2023-08-13,False,,1,1.0,True,False
2023-08-14,True,ชดเชยวันเฉลิมพระชนมพรรษาสมเด็จพระบรมราชชนนีพันปีหลวง; ชดเชยวันแม่แห่งชาติ,0,1.5,False,False
2023-08-15,False,,59,1.0,False,False
2023-08-16,False,,58,1.0,False,False
2023-08-17,False,,57,1.0,False,False
2023-08-18,False,,56,1.0,False,False
2023-08-19,False,,55,1.0,True,False
2023-08-20,False,,54,1.0,True,False
2023-08-21,False,,53,1.0,False,False
2023-08-22,False,,52,1.0,False,False
2023-08-23,False,,51,1.0,False,False
2023-08-24,False,,50,1.0,False,False
2023-08-25,False,,49,1.0,False,False
2023-08-26,False,,48,1.0,True,False
2023-08-27,False,,47,1.0,True,False
2023-08-28,False,,46,1.0,False,True
2023-08-29,False,,45,1.0,False,True
2023-08-30,False,,44,1.0,False,True
2023-08-31,False,,43,1.0,False,True
2023-09-01,False,,42,1.0,False,True
2023-09-02,False,,41,1.0,True,True
2023-09-03,False,,40,1.0,True,False
2023-09-04,False,,39,1.0,False,False
2023-09-05,False,,38,1.0,False,False
2023-09-06,False,,37,1.0,False,False
2023-09-07,False,,36,1.0,False,False
2023-09-08,False,,35,1.0,False,False
2023-09-09,False,,34,1.0,True,False
2023-09-10,False,,33,1.0,True,False
2023-09-11,False,,32,1.0,False,False
2023-09-12,False,,31,1.0,False,False
2023-09-13,False,,30,1.0,False,False
2023-09-14,False,,29,1.0,False,False
2023-09-15,False,,28,1.0,False,False
2023-09-16,False,,27,1.0,True,False
2023-09-17,False,,26,1.0,True,False
2023-09-18,False,,25,1.0,False,False
2023-09-19,False,,24,1.0,False,False
2023-09-20,False,,23,1.0,False,False
2023-09-21,False,,22,1.0,False,False
2023-09-22,False,,21,1.0,False,False
2023-09-23,False,,20,1.0,True,False
2023-09-24,False,,19,1.0,True,False
2023-09-25,False,,18,1.0,False,False
2023-09-26,False,,17,1.0,False,False
2023-09-27,False,,16,1.0,False,False
2023-09-28,False,,15,1.0,False,True
2023-09-29,False,,14,1.0,False,True
2023-09-30,False,,13,1.0,True,True
2023-10-01,False,,12,1.0,True,True
2023-10-02,False,,11,1.0,False,True
2023-10-03,False,,10,1.0,False,False
2023-10-04,False,,9,1.0,False,False
2023-10-05,False,,8,1.0,False,False
2023-10-06,False,,7,1.0,False,False
2023-10-07,False,,6,1.0,True,False
2023-10-08,False,,5,1.0,True,False
2023-10-09,False,,4,1.0,False,False
2023-10-10,False,,3,1.0,False,False
2023-10-11,False,,2,1.0,False,False
2023-10-12,False,,1,1.0,False,False
2023-10-13,True,วันนวมินทรมหาราช,0,1.5,False,False
2023-10-14,False,,9,1.0,True,False
2023-10-15,False,,8,1.0,True,False
2023-10-16,False,,7,1.0,False,False
2023-10-17,False,,6,1.0,False,False
2023-10-18,False,,5,1.0,False,False
2023-10-19,False,,4,1.0,False,False
2023-10-20,False,,3,1.0,False,False
2023-10-21,False,,2,1.0,True,False
2023-10-22,False,,1,1.0,True,False
2023-10-23,True,วันปิยมหาราช,0,1.5,False,False
2023-10-24,False,,42,1.0,False,False
2023-10-25,False,,41,1.0,False,False
2023-10-26,False,,40,1.0,False,False
2023-10-27,False,,39,1.0,False,False
2023-10-28,False,,38,1.0,True,True
2023-10-29,False,,37,1.0,True,True
2023-10-30,False,,36,1.0,False,True
2023-10-31,False,,35,1.0,False,True
2023-11-01,False,,34,1.0,False,True
2023-11-02,False,,33,1.0,False,True
2023-11-03,False,,32,1.0,False,False
2023-11-04,False,,31,1.0,True,False
2023-11-05,False,,30,1.0,True,False
2023-11-06,False,,29,1.0,False,False
2023-11-07,False,,28,1.0,False,False
2023-11-08,False,,27,1.0,False,False
2023-11-09,False,,26,1.0,False,False
2023-11-10,False,,25,1.0,False,False
2023-11-11,False,,24,1.0,True,False
2023-11-12,False,,23,1.0,True,False
2023-11-13,False,,22,1.0,False,False
2023-11-14,False,,21,1.0,False,False
2023-11-15,False,,20,1.0,False,False
2023-11-16,False,,19,1.0,False,False
2023-11-17,False,,18,1.0,False,False
2023-11-18,False,,17,1.0,True,False
2023-11-19,False,,16,1.0,True,False
2023-11-20,False,,15,1.0,False,False
2023-11-21,False,,14,1.0,False,False
2023-11-22,False,,13,1.0,False,False
2023-11-23,False,,12,1.0,False,False
2023-11-24,False,,11,1.0,False,False
2023-11-25,False,,10,1.0,True,False
2023-11-26,False,,9,1.0,True,False
2023-11-27,False,,8,1.0,False,False
2023-11-28,False,,7,1.0,False,True
2023-11-29,False,,6,1.0,False,True
2023-11-30,False,,5,1.0,False,True
2023-12-01,False,,4,1.0,False,True
2023-12-02,False,,3,1.0,True,True
2023-12-03,False,,2,1.0,True,False
2023-12-04,False,,1,1.0,False,False
2023-12-05,True,วันคล้ายวันเฉลิมพระชนมพรรษาพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร; วันชาติ; วันพ่อแห่งชาติ,0,1.5,False,False
2023-12-06,False,,4,1.0,False,False
2023-12-07,False,,3,1.0,False,False
2023-12-08,False,,2,1.0,False,False
2023-12-09,False,,1,1.0,True,False
2023-12-10,True,วันรัฐธรรมนูญ,0,1.5,True,False
2023-12-11,True,ชดเชยวันรัฐธรรมนูญ,0,1.5,False,False
2023-12-12,False,,17,1.0,False,False
2023-12-13,False,,16,1.0,False,False
2023-12-14,False,,15,1.0,False,False
2023-12-15,False,,14,1.0,False,False
2023-12-16,False,,13,1.0,True,False
2023-12-17,False,,12,1.0,True,False
2023-12-18,False,,11,1.0,False,False
2023-12-19,False,,10,1.0,False,False
2023-12-20,False,,9,1.0,False,False
2023-12-21,False,,8,1.0,False,False
2023-12-22,False,,7,1.0,False,False
2023-12-23,False,,6,1.0,True,False
2023-12-24,False,,5,1.0,True,False
2023-12-25,False,,4,1.0,False,False
2023-12-26,False,,3,1.0,False,False
2023-12-27,False,,2,1.0,False,False
2023-12-28,False,,1,1.0,False,True
2023-12-29,True,วันหยุดพิเศษ (เพิ่มเติม),0,1.5,False,True
2023-12-30,False,,1,1.0,True,True
2023-12-31,True,วันสิ้นปี,0,1.5,True,True
2024-01-01,True,วันขึ้นปีใหม่,0,1.5,False,True
2024-01-02,False,,11,1.0,False,True
2024-01-03,False,,10,1.0,False,False
2024-01-04,False,,9,1.0,False,False
2024-01-05,False,,8,1.0,False,False
2024-01-06,False,,7,1.0,True,False
2024-01-07,False,,6,1.0,True,False
2024-01-08,False,,5,1.0,False,False
2024-01-09,False,,4,1.0,False,False
2024-01-10,False,,3,1.0,False,False
2024-01-11,False,,2,1.0,False,False
2024-01-12,False,,1,1.0,False,False
2024-01-13,True,วันเด็กแห่งชาติ,0,1.5,True,False
2024-01-14,False,,41,1.0,True,False
2024-01-15,False,,40,1.0,False,False
2024-01-16,False,,39,1.0,False,False
2024-01-17,False,,38,1.0,False,False
2024-01-18,False,,37,1.0,False,False
2024-01-19,False,,36,1.0,False,False
2024-01-20,False,,35,1.0,True,False
2024-01-21,False,,34,1.0,True,False
2024-01-22,False,,33,1.0,False,False
2024-01-23,False,,32,1.0,False,False
2024-01-24,False,,31,1.0,False,False
2024-01-25,False,,30,1.0,False,False
2024-01-26,False,,29,1.0,False,False
2024-01-27,False,,28,1.0,True,False
2024-01-28,False,,27,1.0,True,True
2024-01-29,False,,26,1.0,False,True
2024-01-30,False,,25,1.0,False,True
2024-01-31,False,,24,1.0,False,True
2024-02-01,False,,23,1.0,False,True
2024-02-02,False,,22,1.0,False,True
2024-02-03,False,,21,1.0,True,False
2024-02-04,False,,20,1.0,True,False
2024-02-05,False,,19,1.0,False,False
2024-02-06,False,,18,1.0,False,False
2024-02-07,False,,17,1.0,False,False
2024-02-08,False,,16,1.0,False,False
2024-02-09,False,,15,1.0,False,False
2024-02-10,False,,14,1.0,True,False
2024-02-11,False,,13,1.0,True,False
2024-02-12,False,,12,1.0,False,False
2024-02-13,False,,11,1.0,False,False
2024-02-14,False,,10,1.0,False,False
2024-02-15,False,,9,1.0,False,False
2024-02-16,False,,8,1.0,False,False
2024-02-17,False,,7,1.0,True,False
2024-02-18,False,,6,1.0,True,False
2024-02-19,False,,5,1.0,False,False
2024-02-20,False,,4,1.0,False,False
2024-02-21,False,,3,1.0,False,False
2024-02-22,False,,2,1.0,False,False
2024-02-23,False,,1,1.0,False,False
2024-02-24,True,วันมาฆบูชา,0,1.5,True,False
2024-02-25,False,,1,1.0,True,False
2024-02-26,True,ชดเชยวันมาฆบูชา,0,1.5,False,False
2024-02-27,False,,39,1.0,False,False
2024-02-28,False,,38,1.0,False,True
2024-02-29,False,,37,1.0,False,True
2024-03-01,False,,36,1.0,False,True
2024-03-02,False,,35,1.0,True,True
2024-03-03,False,,34,1.0,True,False
2024-03-04,False,,33,1.0,False,False
2024-03-05,False,,32,1.0,False,False
2024-03-06,False,,31,1.0,False,False
2024-03-07,False,,30,1.0,False,False
2024-03-08,False,,29,1.0,False,False
2024-03-09,False,,28,1.0,True,False
2024-03-10,False,,27,1.0,True,False
2024-03-11,False,,26,1.0,False,False
2024-03-12,False,,25,1.0,False,False
2024-03-13,False,,24,1.0,False,False
2024-03-14,False,,23,1.0,False,False
2024-03-15,False,,22,1.0,False,False
2024-03-16,False,,21,1.0,True,False
2024-03-17,False,,20,1.0,True,False
2024-03-18,False,,19,1.0,False,False
2024-03-19,False,,18,1.0,False,False
2024-03-20,False,,17,1.0,False,False
2024-03-21,False,,16,1.0,False,False
2024-03-22,False,,15,1.0,False,False
2024-03-23,False,,14,1.0,True,False
2024-03-24,False,,13,1.0,True,False
2024-03-25,False,,12,1.0,False,False
2024-03-26,False,,11,1.0,False,False
2024-03-27,False,,10,1.0,False,False
2024-03-28,False,,9,1.0,False,True
2024-03-29,False,,8,1.0,False,True
2024-03-30,False,,7,1.0,True,True
2024-03-31,False,,6,1.0,True,True
2024-04-01,False,,5,1.0,False,True
2024-04-02,False,,4,1.0,False,True
2024-04-03,False,,3,1.0,False,False
2024-04-04,False,,2,1.0,False,False
2024-04-05,False,,1,1.0,False,False
2024-04-06,True,วันพระบาทสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช และวันที่ระลึกมหาจักรีบรมราชวงศ์,0,1.5,True,False
2024-04-07,False,,1,1.0,True,False
2024-04-08,True,ชดเชยวันพระบาทสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช และวันที่ระลึกมหาจักรีบรมราชวงศ์,0,1.5,False,False
2024-04-09,False,,3,1.0,False,False
2024-04-10,False,,2,1.0,False,False
2024-04-11,False,,1,1.0,False,False
2024-04-12,True,วันหยุดพิเศษ (เพิ่มเติม),0,1.5,False,False
2024-04-13,True,วันสงกรานต์,0,1.5,True,False
2024-04-14,True,วันสงกรานต์,0,1.5,True,False
2024-04-15,True,วันสงกรานต์,0,1.5,False,False
2024-04-16,True,ชดเชยวันสงกรานต์,0,1.5,False,False
2024-04-17,False,,14,1.0,False,False
2024-04-18,False,,13,1.0,False,False
2024-04-19,False,,12,1.0,False,False
2024-04-20,False,,11,1.0,True,False
2024-04-21,False,,10,1.0,True,False
2024-04-22,False,,9,1.0,False,False
2024-04-23,False,,8,1.0,False,False
2024-04-24,False,,7,1.0,False,False
2024-04-25,False,,6,1.0,False,False
2024-04-26,False,,5,1.0,False,False
2024-04-27,False,,4,1.0,True,False
2024-04-28,False,,3,1.0,True,True
2024-04-29,False,,2,1.0,False,True
2024-04-30,False,,1,1.0,False,True
2024-05-01,True,วันแรงงานแห่งชาติ,0,1.5,False,True
2024-05-02,False,,2,1.0,False,True
2024-05-03,False,,1,1.0,False,False
2024-05-04,True,วันฉัตรมงคล,0,1.5,True,False
2024-05-05,False,,1,1.0,True,False
2024-05-06,True,ชดเชยวันฉัตรมงคล,0,1.5,False,False
2024-05-07,False,,15,1.0,False,False
2024-05-08,False,,14,1.0,False,False
2024-05-09,False,,13,1.0,False,False
2024-05-10,False,,12,1.0,False,False
2024-05-11,False,,11,1.0,True,False
2024-05-12,False,,10,1.0,True,False
2024-05-13,False,,9,1.0,False,False
2024-05-14,False,,8,1.0,False,False
2024-05-15,False,,7,1.0,False,False
2024-05-16,False,,6,1.0,False,False
2024-05-17,False,,5,1.0,False,False
2024-05-18,False,,4,1.0,True,False
2024-05-19,False,,3,1.0,True,False
2024-05-20,False,,2,1.0,False,False
2024-05-21,False,,1,1.0,False,False
2024-05-22,True,วันวิสาขบูชา,0,1.5,False,False
2024-05-23,False,,11,1.0,False,False
2024-05-24,False,,10,1.0,False,False
2024-05-25,False,,9,1.0,True,False
2024-05-26,False,,8,1.0,True,False
2024-05-27,False,,7,1.0,False,False
2024-05-28,False,,6,1.0,False,True
2024-05-29,False,,5,1.0,False,True
2024-05-30,False,,4,1.0,False,True
2024-05-31,False,,3,1.0,False,True
2024-06-01,False,,2,1.0,True,True
2024-06-02,False,,1,1.0,True,True
2024-06-03,True,วันเฉลิมพระชนมพรรษาสมเด็จพระนางเจ้าสุทิดา พัชรสุธาพิมลลักษณ พระบรมราชินี,0,1.5,False,False
2024-06-04,False,,46,1.0,False,False
2024-06-05,False,,45,1.0,False,False
2024-06-06,False,,44,1.0,False,False
2024-06-07,False,,43,1.0,False,False
2024-06-08,False,,42,1.0,True,False
2024-06-09,False,,41,1.0,True,False
2024-06-10,False,,40,1.0,False,False
2024-06-11,False,,39,1.0,False,False
2024-06-12,False,,38,1.0,False,False
2024-06-13,False,,37,1.0,False,False
2024-06-14,False,,36,1.0,False,False
2024-06-15,False,,35,1.0,True,False
2024-06-16,False,,34,1.0,True,False
2024-06-17,False,,33,1.0,False,False
2024-06-18,False,,32,1.0,False,False
2024-06-19,False,,31,1.0,False,False
2024-06-20,False,,30,1.0,False,False
2024-06-21,False,,29,1.0,False,False
2024-06-22,False,,28,1.0,True,False
2024-06-23,False,,27,1.0,True,False
2024-06-24,False,,26,1.0,False,False
2024-06-25,False,,25,1.0,False,False
2024-06-26,False,,24,1.0,False,False
2024-06-27,False,,23,1.0,False,False
2024-06-28,False,,22,1.0,False,True
2024-06-29,False,,21,1.0,True,True
2024-06-30,False,,20,1.0,True,True
2024-07-01,False,,19,1.0,False,True
2024-07-02,False,,18,1.0,False,True
2024-07-03,False,,17,1.0,False,False
2024-07-04,False,,16,1.0,False,False
2024-07-05,False,,15,1.0,False,False
2024-07-06,False,,14,1.0,True,False
2024-07-07,False,,13,1.0,True,False
2024-07-08,False,,12,1.0,False,False
2024-07-09,False,,11,1.0,False,False
2024-07-10,False,,10,1.0,False,False
2024-07-11,False,,9,1.0,False,False
2024-07-12,False,,8,1.0,False,False
2024-07-13,False,,7,1.0,True,False
2024-07-14,False,,6,1.0,True,False
2024-07-15,False,,5,1.0,False,False
2024-07-16,False,,4,1.0,False,False
2024-07-17,False,,3,1.0,False,False
2024-07-18,False,,2,1.0,False,False
2024-07-19,False,,1,1.0,False,False
2024-07-20,True,วันอาสาฬหบูชา,0,1.5,True,False
2024-07-21,True,วันเข้าพรรษา,0,1.5,True,False
2024-07-22,True,ชดเชยวันอาสาฬหบูชา,0,1.5,False,False
2024-07-23,False,,5,1.0,False,False
2024-07-24,False,,4,1.0,False,False
2024-07-25,False,,3,1.0,False,False
2024-07-26,False,,2,1.0,False,False
2024-07-27,False,,1,1.0,True,False
2024-07-28,True,วันเฉลิมพระชนมพรรษาพระบาทสมเด็จพระปรเมนทรรามาธิบดีศรีสินทรมหาวชิราลงกรณ พระวชิรเกล้าเจ้าอยู่หัว,0,1.5,True,True
2024-07-29,True,ชดเชยวันเฉลิมพระชนมพรรษาพระบาทสมเด็จพระปรเมนทรรามาธิบดีศรีสินทรมหาวชิราลงกรณ พระวชิรเกล้าเจ้าอยู่หัว,0,1.5,False,True
2024-07-30,False,,13,1.0,False,True
2024-07-31,False,,12,1.0,False,True
2024-08-01,False,,11,1.0,False,True
2024-08-02,False,,10,1.0,False,True
2024-08-03,False,,9,1.0,True,False
2024-08-04,False,,8,1.0,True,False
2024-08-05,False,,7,1.0,False,False
2024-08-06,False,,6,1.0,False,False
2024-08-07,False,,5,1.0,False,False
2024-08-08,False,,4,1.0,False,False
2024-08-09,False,,3,1.0,False,False
2024-08-10,False,,2,1.0,True,False
2024-08-11,False,,1,1.0,True,False
2024-08-12,True,วันเฉลิมพระชนมพรรษาสมเด็จพระบรมราชชนนีพันปีหลวง; วันแม่แห่งชาติ,0,1.5,False,False
2024-08-13,False,,61,1.0,False,False
2024-08-14,False,,60,1.0,False,False
2024-08-15,False,,59,1.0,False,False
2024-08-16,False,,58,1.0,False,False
2024-08-17,False,,57,1.0,True,False
2024-08-18,False,,56,1.0,True,False
2024-08-19,False,,55,1.0,False,False
2024-08-20,False,,54,1.0,False,False
2024-08-21,False,,53,1.0,False,False
2024-08-22,False,,52,1.0,False,False
2024-08-23,False,,51,1.0,False,False
2024-08-24,False,,50,1.0,True,False
2024-08-25,False,,49,1.0,True,False
2024-08-26,False,,48,1.0,False,False
2024-08-27,False,,47,1.0,False,False
2024-08-28,False,,46,1.0,False,True
2024-08-29,False,,45,1.0,False,True
2024-08-30,False,,44,1.0,False,True
2024-08-31,False,,43,1.0,True,True
2024-09-01,False,,42,1.0,True,True
2024-09-02,False,,41,1.0,False,True
2024-09-03,False,,40,1.0,False,False
2024-09-04,False,,39,1.0,False,False
2024-09-05,False,,38,1.0,False,False
2024-09-06,False,,37,1.0,False,False
2024-09-07,False,,36,1.0,True,False
2024-09-08,False,,35,1.0,True,False
2024-09-09,False,,34,1.0,False,False
2024-09-10,False,,33,1.0,False,False
